name, timestamp, uuid, utilization.gpu [%], memory.total [MiB], utilization.memory [%], power.draw [W]
Quadro RTX 5000, 2023/12/19 17:41:26.688, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 8.07 W
Quadro RTX 5000, 2023/12/19 17:41:26.690, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 13.01 W
Quadro RTX 5000, 2023/12/19 17:41:26.692, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.82 W
Quadro RTX 5000, 2023/12/19 17:41:26.694, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.22 W
Quadro RTX 5000, 2023/12/19 17:41:27.696, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 7.98 W
Quadro RTX 5000, 2023/12/19 17:41:27.698, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 13.17 W
Quadro RTX 5000, 2023/12/19 17:41:27.700, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.45 W
Quadro RTX 5000, 2023/12/19 17:41:27.702, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.27 W
Quadro RTX 5000, 2023/12/19 17:41:28.703, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 8.03 W
Quadro RTX 5000, 2023/12/19 17:41:28.705, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 13.44 W
Quadro RTX 5000, 2023/12/19 17:41:28.707, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.42 W
Quadro RTX 5000, 2023/12/19 17:41:28.709, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.30 W
Quadro RTX 5000, 2023/12/19 17:41:29.710, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 8.31 W
Quadro RTX 5000, 2023/12/19 17:41:29.712, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 12.81 W
Quadro RTX 5000, 2023/12/19 17:41:29.714, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.33 W
Quadro RTX 5000, 2023/12/19 17:41:29.715, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.41 W
Quadro RTX 5000, 2023/12/19 17:41:30.717, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 8.37 W
Quadro RTX 5000, 2023/12/19 17:41:30.719, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 13.25 W
Quadro RTX 5000, 2023/12/19 17:41:30.721, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.51 W
Quadro RTX 5000, 2023/12/19 17:41:30.722, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.42 W
Quadro RTX 5000, 2023/12/19 17:41:31.724, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 8.18 W
Quadro RTX 5000, 2023/12/19 17:41:31.726, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 13.27 W
Quadro RTX 5000, 2023/12/19 17:41:31.728, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.58 W
Quadro RTX 5000, 2023/12/19 17:41:31.729, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.31 W
Quadro RTX 5000, 2023/12/19 17:41:32.731, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 8.19 W
Quadro RTX 5000, 2023/12/19 17:41:32.733, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 13.18 W
Quadro RTX 5000, 2023/12/19 17:41:32.735, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.58 W
Quadro RTX 5000, 2023/12/19 17:41:32.736, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.22 W
Quadro RTX 5000, 2023/12/19 17:41:33.738, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 8.16 W
Quadro RTX 5000, 2023/12/19 17:41:33.740, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 13.39 W
Quadro RTX 5000, 2023/12/19 17:41:33.741, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.78 W
Quadro RTX 5000, 2023/12/19 17:41:33.743, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.24 W
Quadro RTX 5000, 2023/12/19 17:41:34.744, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 8.04 W
Quadro RTX 5000, 2023/12/19 17:41:34.746, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 13.22 W
Quadro RTX 5000, 2023/12/19 17:41:34.747, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.64 W
Quadro RTX 5000, 2023/12/19 17:41:34.749, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.27 W
Quadro RTX 5000, 2023/12/19 17:41:35.751, GPU-24db6353-9910-8780-3dfe-d56835bd23fa, 0 %, 16384 MiB, 0 %, 8.35 W
Quadro RTX 5000, 2023/12/19 17:41:35.752, GPU-8897bbdb-9892-31c2-53e9-4d11dd5ad235, 0 %, 16384 MiB, 0 %, 13.32 W
Quadro RTX 5000, 2023/12/19 17:41:35.754, GPU-f66719ae-228c-d446-aaf9-e8b6f0ddffd5, 0 %, 16384 MiB, 0 %, 8.45 W
Quadro RTX 5000, 2023/12/19 17:41:35.756, GPU-5a37a5ad-daef-2766-51c4-333af47cc972, 0 %, 16384 MiB, 0 %, 8.33 W
