name, timestamp, uuid, utilization.gpu [%], memory.total [MiB], utilization.memory [%], power.draw [W]
Quadro RTX 5000, 2023/12/19 18:53:47.056, GPU-c00318b5-9bf9-dfd7-3c9a-85765db079fb, 0 %, 16384 MiB, 0 %, 7.43 W
Quadro RTX 5000, 2023/12/19 18:53:47.058, GPU-4d356905-c8dd-d905-7c33-7adac619f5a7, 0 %, 16384 MiB, 0 %, 6.47 W
Quadro RTX 5000, 2023/12/19 18:53:47.060, GPU-9d1494f3-7b1d-4a90-f7df-4e991dfdc586, 0 %, 16384 MiB, 0 %, 7.28 W
Quadro RTX 5000, 2023/12/19 18:53:47.062, GPU-0c3f0f5d-d0cb-9cf2-1bae-4fc3257685c1, 0 %, 16384 MiB, 0 %, 4.30 W
Quadro RTX 5000, 2023/12/19 18:53:48.064, GPU-c00318b5-9bf9-dfd7-3c9a-85765db079fb, 0 %, 16384 MiB, 0 %, 7.46 W
Quadro RTX 5000, 2023/12/19 18:53:48.066, GPU-4d356905-c8dd-d905-7c33-7adac619f5a7, 0 %, 16384 MiB, 0 %, 6.74 W
Quadro RTX 5000, 2023/12/19 18:53:48.067, GPU-9d1494f3-7b1d-4a90-f7df-4e991dfdc586, 0 %, 16384 MiB, 0 %, 7.29 W
Quadro RTX 5000, 2023/12/19 18:53:48.069, GPU-0c3f0f5d-d0cb-9cf2-1bae-4fc3257685c1, 0 %, 16384 MiB, 0 %, 4.12 W
Quadro RTX 5000, 2023/12/19 18:53:49.071, GPU-c00318b5-9bf9-dfd7-3c9a-85765db079fb, 0 %, 16384 MiB, 0 %, 7.51 W
Quadro RTX 5000, 2023/12/19 18:53:49.072, GPU-4d356905-c8dd-d905-7c33-7adac619f5a7, 0 %, 16384 MiB, 0 %, 6.37 W
Quadro RTX 5000, 2023/12/19 18:53:49.074, GPU-9d1494f3-7b1d-4a90-f7df-4e991dfdc586, 0 %, 16384 MiB, 0 %, 7.32 W
Quadro RTX 5000, 2023/12/19 18:53:49.076, GPU-0c3f0f5d-d0cb-9cf2-1bae-4fc3257685c1, 0 %, 16384 MiB, 0 %, 4.26 W
Quadro RTX 5000, 2023/12/19 18:53:50.077, GPU-c00318b5-9bf9-dfd7-3c9a-85765db079fb, 0 %, 16384 MiB, 0 %, 7.44 W
Quadro RTX 5000, 2023/12/19 18:53:50.079, GPU-4d356905-c8dd-d905-7c33-7adac619f5a7, 0 %, 16384 MiB, 0 %, 6.68 W
Quadro RTX 5000, 2023/12/19 18:53:50.081, GPU-9d1494f3-7b1d-4a90-f7df-4e991dfdc586, 0 %, 16384 MiB, 0 %, 7.18 W
Quadro RTX 5000, 2023/12/19 18:53:50.082, GPU-0c3f0f5d-d0cb-9cf2-1bae-4fc3257685c1, 0 %, 16384 MiB, 0 %, 4.06 W
Quadro RTX 5000, 2023/12/19 18:53:51.084, GPU-c00318b5-9bf9-dfd7-3c9a-85765db079fb, 0 %, 16384 MiB, 0 %, 7.57 W
