name, timestamp, uuid, utilization.gpu [%], memory.total [MiB], utilization.memory [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:11.870, GPU-a8605dd1-e23b-5157-37b7-b77e5b26a77f, 0 %, 40536 MiB, 0 %, 55.40 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:11.873, GPU-ea7065a2-d58c-b468-fd2d-d18b05937225, 0 %, 40536 MiB, 0 %, 54.72 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:11.876, GPU-e3b187d9-e218-034a-bedc-d55218b5c9d0, 0 %, 40536 MiB, 0 %, 53.37 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:11.879, GPU-968d7e7a-40b5-36b2-713b-18cf91916557, 0 %, 40536 MiB, 0 %, 54.18 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:12.888, GPU-a8605dd1-e23b-5157-37b7-b77e5b26a77f, 0 %, 40536 MiB, 0 %, 55.40 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:12.891, GPU-ea7065a2-d58c-b468-fd2d-d18b05937225, 0 %, 40536 MiB, 0 %, 54.72 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:12.893, GPU-e3b187d9-e218-034a-bedc-d55218b5c9d0, 0 %, 40536 MiB, 0 %, 53.31 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:12.896, GPU-968d7e7a-40b5-36b2-713b-18cf91916557, 0 %, 40536 MiB, 0 %, 54.18 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:13.899, GPU-a8605dd1-e23b-5157-37b7-b77e5b26a77f, 0 %, 40536 MiB, 0 %, 55.40 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:13.901, GPU-ea7065a2-d58c-b468-fd2d-d18b05937225, 0 %, 40536 MiB, 0 %, 54.72 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:13.904, GPU-e3b187d9-e218-034a-bedc-d55218b5c9d0, 0 %, 40536 MiB, 0 %, 53.37 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:13.908, GPU-968d7e7a-40b5-36b2-713b-18cf91916557, 0 %, 40536 MiB, 0 %, 54.18 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:14.913, GPU-a8605dd1-e23b-5157-37b7-b77e5b26a77f, 0 %, 40536 MiB, 0 %, 55.40 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:14.916, GPU-ea7065a2-d58c-b468-fd2d-d18b05937225, 0 %, 40536 MiB, 0 %, 54.72 W
NVIDIA A100-SXM4-40GB, 2023/11/04 03:54:14.919, GPU-e3b187d9-e218-034a-bedc-d55218b5c9d0, 0 %, 40536 MiB, 0 %, 53.37 W
