name, timestamp, uuid, utilization.gpu [%], memory.total [MiB], utilization.memory [%], power.draw [W]
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:55.396, GPU-3169e8ab-36f4-2316-b8ef-c26561b4c06a, 0 %, 40536 MiB, 0 %, 52.01 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:55.399, GPU-f337be6d-d9a7-12dc-14ed-cc3701a81d2f, 0 %, 40536 MiB, 0 %, 51.52 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:55.402, GPU-a9c8296e-1b1d-d5f7-4d29-5ff28133b573, 0 %, 40536 MiB, 0 %, 55.32 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:55.405, GPU-d4a733d2-1851-6888-f8bb-6dded43717eb, 0 %, 40536 MiB, 0 %, 51.14 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:56.407, GPU-3169e8ab-36f4-2316-b8ef-c26561b4c06a, 0 %, 40536 MiB, 0 %, 52.01 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:56.410, GPU-f337be6d-d9a7-12dc-14ed-cc3701a81d2f, 0 %, 40536 MiB, 0 %, 51.52 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:56.413, GPU-a9c8296e-1b1d-d5f7-4d29-5ff28133b573, 0 %, 40536 MiB, 0 %, 55.32 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:56.416, GPU-d4a733d2-1851-6888-f8bb-6dded43717eb, 0 %, 40536 MiB, 0 %, 51.14 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:57.419, GPU-3169e8ab-36f4-2316-b8ef-c26561b4c06a, 0 %, 40536 MiB, 0 %, 52.01 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:57.422, GPU-f337be6d-d9a7-12dc-14ed-cc3701a81d2f, 0 %, 40536 MiB, 0 %, 51.52 W
NVIDIA A100-SXM4-40GB, 2023/11/01 01:01:57.425, GPU-a9c8296e-1b1d-d5f7-4d29-5ff28133b573, 0 %, 40536 MiB, 0 %, 55.32 W
